number_of_dependents,is_graduated,is_self_employed,annual_income,loan_amount,loan_term,credit_score,residential_assets,commercial_assets,luxury_assets,bank_assets,loan_status
0,no,no,91000.0,264000.0,6,518,158000.0,11000.0,353000.0,57000.0,rejected
2,yes,yes,9000.0,23000.0,20,367,0.0,12000.0,34000.0,13000.0,rejected
0,yes,yes,46000.0,120000.0,12,493,45000.0,7000.0,162000.0,36000.0,rejected
5,yes,no,69000.0,265000.0,16,322,205000.0,98000.0,171000.0,94000.0,rejected
2,yes,no,3000.0,9000.0,8,735,8000.0,4000.0,5000.0,1000.0,approved
5,yes,yes,19000.0,67000.0,2,622,42000.0,2000.0,39000.0,17000.0,approved
4,yes,yes,44000.0,164000.0,6,513,54000.0,75000.0,131000.0,57000.0,rejected
4,no,yes,12000.0,41000.0,16,585,9000.0,9000.0,23000.0,9000.0,approved
1,yes,yes,10000.0,30000.0,10,813,29000.0,5000.0,33000.0,8000.0,approved
0,yes,no,31000.0,104000.0,18,622,13000.0,50000.0,72000.0,16000.0,approved
1,yes,yes,21000.0,63000.0,16,899,24000.0,22000.0,44000.0,22000.0,approved
0,no,no,21000.0,47000.0,2,459,40000.0,13000.0,81000.0,12000.0,rejected
4,yes,no,94000.0,333000.0,18,369,206000.0,56000.0,322000.0,72000.0,rejected
2,no,no,97000.0,377000.0,6,601,3000.0,31000.0,238000.0,118000.0,approved
4,yes,no,14000.0,27000.0,18,703,6000.0,13000.0,54000.0,9000.0,approved
2,no,no,47000.0,146000.0,20,597,82000.0,60000.0,141000.0,68000.0,approved
3,no,yes,41000.0,133000.0,10,670,19000.0,55000.0,132000.0,61000.0,approved
4,no,yes,12000.0,28000.0,6,366,33000.0,3000.0,42000.0,14000.0,rejected
5,no,no,79000.0,278000.0,16,857,233000.0,125000.0,172000.0,106000.0,approved
2,no,no,66000.0,150000.0,16,401,136000.0,66000.0,235000.0,33000.0,rejected
0,no,no,22000.0,88000.0,4,437,16000.0,23000.0,83000.0,20000.0,approved
3,no,no,55000.0,176000.0,8,882,58000.0,78000.0,203000.0,31000.0,approved
4,yes,no,51000.0,155000.0,8,392,67000.0,81000.0,136000.0,67000.0,rejected
2,no,yes,39000.0,77000.0,10,421,97000.0,75000.0,141000.0,21000.0,rejected
5,yes,no,2000.0,4000.0,6,722,3000.0,3000.0,4000.0,1000.0,approved
4,yes,no,58000.0,147000.0,10,692,23000.0,101000.0,177000.0,39000.0,approved
5,no,no,83000.0,207000.0,2,537,84000.0,143000.0,197000.0,78000.0,rejected
5,yes,yes,26000.0,55000.0,8,676,67000.0,8000.0,72000.0,13000.0,approved
1,yes,no,21000.0,81000.0,6,817,46000.0,29000.0,49000.0,29000.0,approved
4,no,no,39000.0,108000.0,20,433,47000.0,16000.0,145000.0,23000.0,rejected
1,yes,yes,52000.0,163000.0,6,524,110000.0,34000.0,207000.0,46000.0,rejected
3,no,yes,78000.0,244000.0,20,490,67000.0,51000.0,177000.0,41000.0,rejected
3,no,yes,54000.0,143000.0,4,595,41000.0,28000.0,193000.0,49000.0,approved
2,no,no,29000.0,110000.0,2,835,49000.0,32000.0,115000.0,14000.0,approved
4,yes,no,71000.0,283000.0,6,850,56000.0,71000.0,260000.0,97000.0,approved
1,yes,yes,8000.0,25000.0,4,409,13000.0,10000.0,31000.0,9000.0,approved
5,yes,yes,34000.0,128000.0,10,760,98000.0,43000.0,110000.0,46000.0,approved
1,yes,yes,68000.0,176000.0,14,344,55000.0,56000.0,181000.0,77000.0,rejected
4,yes,yes,70000.0,271000.0,12,881,83000.0,94000.0,172000.0,95000.0,approved
0,yes,yes,93000.0,245000.0,10,600,202000.0,7000.0,326000.0,54000.0,approved
2,yes,no,75000.0,199000.0,10,790,35000.0,130000.0,199000.0,59000.0,approved
3,yes,yes,80000.0,312000.0,20,392,73000.0,84000.0,160000.0,60000.0,rejected
5,yes,yes,16000.0,41000.0,2,748,14000.0,10000.0,42000.0,10000.0,approved
1,yes,yes,67000.0,188000.0,6,798,87000.0,59000.0,180000.0,61000.0,approved
3,no,no,38000.0,114000.0,4,323,58000.0,40000.0,96000.0,44000.0,approved
1,no,yes,27000.0,54000.0,6,413,48000.0,15000.0,61000.0,26000.0,rejected
3,yes,no,13000.0,29000.0,8,733,38000.0,19000.0,38000.0,18000.0,approved
4,no,no,34000.0,105000.0,16,543,31000.0,45000.0,111000.0,45000.0,rejected
3,yes,no,34000.0,109000.0,14,757,54000.0,16000.0,77000.0,30000.0,approved
5,yes,yes,24000.0,68000.0,8,464,19000.0,13000.0,95000.0,19000.0,rejected
0,no,no,19000.0,69000.0,4,749,21000.0,37000.0,43000.0,22000.0,approved
4,yes,no,7000.0,22000.0,6,680,3000.0,2000.0,25000.0,3000.0,approved
1,no,no,69000.0,209000.0,4,574,32000.0,18000.0,250000.0,52000.0,approved
5,yes,yes,3000.0,8000.0,18,774,4000.0,2000.0,9000.0,4000.0,approved
3,no,no,60000.0,187000.0,10,387,66000.0,62000.0,233000.0,67000.0,rejected
1,no,no,43000.0,164000.0,20,397,67000.0,62000.0,102000.0,57000.0,rejected
4,yes,no,58000.0,135000.0,14,816,138000.0,93000.0,204000.0,79000.0,approved
2,yes,yes,33000.0,67000.0,8,845,13000.0,46000.0,123000.0,32000.0,approved
2,no,no,4000.0,15000.0,4,743,7000.0,5000.0,12000.0,3000.0,approved
5,no,no,3000.0,6000.0,4,418,5000.0,2000.0,7000.0,2000.0,rejected
1,no,no,42000.0,107000.0,6,466,74000.0,70000.0,140000.0,47000.0,rejected
2,no,yes,6000.0,23000.0,12,335,4000.0,9000.0,12000.0,4000.0,rejected
5,no,yes,44000.0,152000.0,6,446,95000.0,22000.0,167000.0,58000.0,rejected
0,yes,yes,92000.0,294000.0,2,868,92000.0,138000.0,320000.0,53000.0,approved
2,yes,yes,69000.0,253000.0,4,763,90000.0,36000.0,213000.0,55000.0,approved
5,no,yes,51000.0,137000.0,14,527,121000.0,89000.0,194000.0,47000.0,rejected
4,yes,no,34000.0,127000.0,2,741,33000.0,61000.0,77000.0,37000.0,approved
4,no,yes,86000.0,268000.0,12,802,74000.0,28000.0,321000.0,117000.0,approved
3,no,yes,92000.0,289000.0,8,538,139000.0,83000.0,324000.0,49000.0,rejected
5,yes,yes,48000.0,163000.0,4,523,88000.0,23000.0,100000.0,28000.0,approved
4,no,no,28000.0,83000.0,14,381,32000.0,11000.0,91000.0,15000.0,rejected
1,yes,yes,34000.0,70000.0,4,534,31000.0,16000.0,130000.0,40000.0,rejected
5,no,yes,8000.0,22000.0,14,574,22000.0,12000.0,17000.0,11000.0,approved
1,no,no,41000.0,111000.0,6,405,120000.0,29000.0,90000.0,59000.0,rejected
0,no,no,19000.0,38000.0,16,542,8000.0,5000.0,40000.0,21000.0,rejected
5,yes,yes,67000.0,254000.0,14,820,103000.0,81000.0,185000.0,39000.0,approved
0,yes,no,52000.0,134000.0,2,505,120000.0,79000.0,204000.0,62000.0,rejected
3,yes,yes,67000.0,164000.0,2,508,44000.0,109000.0,253000.0,92000.0,rejected
1,no,yes,47000.0,150000.0,20,835,21000.0,25000.0,101000.0,38000.0,approved
0,no,no,60000.0,220000.0,12,826,14000.0,20000.0,141000.0,70000.0,approved
5,no,yes,65000.0,189000.0,12,427,51000.0,19000.0,182000.0,78000.0,rejected
3,yes,no,5000.0,20000.0,12,890,8000.0,7000.0,18000.0,4000.0,approved
4,no,no,57000.0,133000.0,2,333,94000.0,30000.0,118000.0,82000.0,rejected
4,no,yes,68000.0,200000.0,12,679,202000.0,109000.0,269000.0,66000.0,approved
5,no,no,31000.0,123000.0,18,805,49000.0,19000.0,61000.0,28000.0,approved
3,no,no,51000.0,110000.0,16,826,118000.0,29000.0,129000.0,27000.0,approved
1,no,yes,63000.0,239000.0,10,844,163000.0,49000.0,168000.0,45000.0,approved
5,yes,yes,44000.0,141000.0,10,663,53000.0,49000.0,175000.0,26000.0,approved
1,no,no,81000.0,219000.0,6,884,151000.0,54000.0,275000.0,66000.0,approved
1,no,no,11000.0,37000.0,2,508,2000.0,0.0,22000.0,13000.0,approved
0,yes,yes,24000.0,69000.0,4,581,51000.0,45000.0,60000.0,34000.0,approved
3,yes,yes,70000.0,263000.0,12,481,143000.0,128000.0,151000.0,99000.0,rejected
1,yes,yes,87000.0,300000.0,12,543,219000.0,127000.0,306000.0,127000.0,rejected
0,no,yes,35000.0,126000.0,10,448,12000.0,25000.0,104000.0,36000.0,rejected
1,yes,yes,16000.0,53000.0,4,713,14000.0,14000.0,49000.0,13000.0,approved
5,no,yes,78000.0,173000.0,16,493,8000.0,45000.0,163000.0,93000.0,rejected
2,no,no,37000.0,92000.0,10,819,85000.0,20000.0,102000.0,31000.0,approved
4,yes,no,4000.0,14000.0,18,827,-1000.0,0.0,9000.0,6000.0,approved
0,no,no,48000.0,157000.0,10,398,49000.0,74000.0,171000.0,64000.0,rejected
0,yes,yes,29000.0,75000.0,18,692,32000.0,3000.0,75000.0,40000.0,approved
5,yes,yes,50000.0,146000.0,18,509,118000.0,25000.0,198000.0,49000.0,rejected
0,yes,yes,76000.0,181000.0,16,439,128000.0,59000.0,298000.0,106000.0,rejected
1,yes,no,30000.0,94000.0,4,622,6000.0,35000.0,96000.0,20000.0,approved
3,no,yes,2000.0,7000.0,18,526,4000.0,1000.0,5000.0,0.0,rejected
5,no,yes,68000.0,190000.0,8,865,95000.0,72000.0,250000.0,63000.0,approved
0,yes,yes,12000.0,42000.0,4,768,28000.0,22000.0,28000.0,15000.0,approved
5,no,yes,74000.0,240000.0,16,854,43000.0,67000.0,206000.0,87000.0,approved
4,yes,no,69000.0,208000.0,4,839,26000.0,24000.0,161000.0,74000.0,approved
0,no,yes,91000.0,233000.0,18,414,177000.0,25000.0,338000.0,64000.0,rejected
0,yes,yes,13000.0,47000.0,16,530,32000.0,10000.0,38000.0,8000.0,rejected
3,yes,no,66000.0,146000.0,10,841,153000.0,121000.0,148000.0,60000.0,approved
3,no,yes,18000.0,57000.0,14,670,53000.0,31000.0,35000.0,27000.0,approved
5,no,yes,82000.0,209000.0,14,726,114000.0,48000.0,260000.0,84000.0,approved
4,no,no,28000.0,83000.0,14,352,49000.0,26000.0,71000.0,37000.0,rejected
1,yes,yes,70000.0,160000.0,4,554,130000.0,86000.0,266000.0,79000.0,approved
4,yes,no,7000.0,18000.0,18,728,4000.0,13000.0,22000.0,6000.0,approved
0,no,no,74000.0,255000.0,6,463,23000.0,56000.0,268000.0,84000.0,rejected
5,no,yes,23000.0,50000.0,10,431,3000.0,37000.0,87000.0,29000.0,rejected
1,yes,yes,6000.0,19000.0,8,445,12000.0,1000.0,16000.0,3000.0,rejected
5,yes,no,10000.0,30000.0,4,896,28000.0,11000.0,20000.0,11000.0,approved
1,no,yes,22000.0,52000.0,8,420,29000.0,1000.0,50000.0,23000.0,rejected
1,no,no,80000.0,309000.0,2,315,235000.0,12000.0,195000.0,73000.0,approved
3,no,yes,75000.0,260000.0,2,342,139000.0,19000.0,269000.0,112000.0,approved
5,no,yes,52000.0,118000.0,18,711,143000.0,51000.0,155000.0,45000.0,approved
2,no,no,79000.0,209000.0,2,723,17000.0,18000.0,163000.0,71000.0,approved
1,yes,yes,42000.0,113000.0,4,704,47000.0,28000.0,149000.0,40000.0,approved
0,yes,no,65000.0,202000.0,16,842,83000.0,122000.0,143000.0,96000.0,approved
0,yes,yes,74000.0,152000.0,12,600,62000.0,85000.0,188000.0,41000.0,approved
3,no,no,91000.0,256000.0,12,688,89000.0,163000.0,279000.0,111000.0,approved
0,no,no,8000.0,23000.0,16,739,18000.0,6000.0,20000.0,4000.0,approved
1,yes,yes,8000.0,28000.0,10,798,13000.0,13000.0,25000.0,4000.0,approved
5,yes,yes,41000.0,99000.0,4,319,76000.0,74000.0,120000.0,55000.0,rejected
5,yes,yes,42000.0,87000.0,6,583,60000.0,8000.0,85000.0,25000.0,approved
3,yes,yes,48000.0,115000.0,12,535,36000.0,80000.0,156000.0,54000.0,rejected
3,no,yes,83000.0,259000.0,8,696,144000.0,122000.0,235000.0,71000.0,approved
4,no,no,76000.0,239000.0,8,672,25000.0,16000.0,202000.0,67000.0,approved
4,yes,no,51000.0,123000.0,20,410,92000.0,92000.0,187000.0,56000.0,rejected
5,yes,no,36000.0,116000.0,14,546,85000.0,3000.0,120000.0,48000.0,rejected
3,no,yes,54000.0,168000.0,16,550,107000.0,64000.0,134000.0,70000.0,approved
5,no,no,7000.0,14000.0,4,344,15000.0,8000.0,26000.0,3000.0,rejected
2,no,yes,98000.0,382000.0,10,743,54000.0,148000.0,243000.0,53000.0,approved
4,yes,no,97000.0,364000.0,4,772,138000.0,113000.0,381000.0,135000.0,approved
0,yes,yes,94000.0,299000.0,12,302,123000.0,15000.0,357000.0,82000.0,rejected
3,yes,yes,32000.0,91000.0,18,376,45000.0,8000.0,90000.0,17000.0,rejected
0,yes,yes,37000.0,116000.0,10,747,0.0,45000.0,90000.0,35000.0,approved
2,yes,yes,42000.0,158000.0,6,710,123000.0,37000.0,126000.0,46000.0,approved
2,no,no,70000.0,242000.0,6,892,206000.0,5000.0,214000.0,92000.0,approved
3,no,no,32000.0,115000.0,16,492,48000.0,23000.0,104000.0,32000.0,rejected
5,yes,no,79000.0,177000.0,2,559,197000.0,28000.0,289000.0,54000.0,approved
3,no,no,22000.0,83000.0,18,314,11000.0,9000.0,58000.0,20000.0,rejected
0,yes,yes,27000.0,84000.0,6,744,12000.0,41000.0,75000.0,20000.0,approved
5,no,no,68000.0,180000.0,12,690,178000.0,118000.0,250000.0,93000.0,approved
3,yes,yes,63000.0,233000.0,4,347,183000.0,122000.0,211000.0,81000.0,approved
5,yes,yes,90000.0,314000.0,2,677,120000.0,108000.0,207000.0,87000.0,approved
1,yes,no,47000.0,157000.0,4,468,133000.0,51000.0,162000.0,36000.0,approved
2,no,no,81000.0,175000.0,4,674,108000.0,127000.0,232000.0,93000.0,approved
2,no,no,90000.0,273000.0,14,353,226000.0,44000.0,269000.0,72000.0,rejected
4,no,no,38000.0,141000.0,8,727,39000.0,49000.0,82000.0,54000.0,approved
4,no,yes,88000.0,222000.0,10,512,68000.0,40000.0,319000.0,99000.0,rejected
3,no,yes,87000.0,272000.0,18,454,91000.0,93000.0,309000.0,120000.0,rejected
5,no,no,50000.0,124000.0,14,315,74000.0,86000.0,170000.0,40000.0,rejected
0,no,yes,60000.0,227000.0,10,480,2000.0,119000.0,137000.0,87000.0,rejected
1,yes,no,74000.0,179000.0,6,460,26000.0,13000.0,259000.0,50000.0,rejected
1,no,yes,83000.0,284000.0,16,704,14000.0,117000.0,169000.0,114000.0,approved
1,yes,yes,76000.0,239000.0,12,692,5000.0,122000.0,270000.0,50000.0,approved
1,no,yes,35000.0,96000.0,4,398,17000.0,60000.0,79000.0,46000.0,rejected
5,yes,yes,10000.0,35000.0,18,882,9000.0,5000.0,29000.0,6000.0,approved
5,yes,yes,99000.0,259000.0,4,860,78000.0,2000.0,380000.0,54000.0,approved
2,yes,yes,57000.0,151000.0,18,330,59000.0,38000.0,166000.0,62000.0,rejected
5,yes,no,7000.0,24000.0,16,447,13000.0,7000.0,26000.0,8000.0,rejected
0,no,yes,96000.0,238000.0,12,788,99000.0,144000.0,212000.0,104000.0,approved
1,no,no,93000.0,289000.0,6,526,111000.0,16000.0,197000.0,110000.0,rejected
4,yes,yes,87000.0,234000.0,16,372,106000.0,117000.0,200000.0,80000.0,rejected
5,yes,yes,73000.0,210000.0,14,759,155000.0,80000.0,203000.0,108000.0,approved
3,yes,yes,41000.0,127000.0,10,465,64000.0,19000.0,141000.0,32000.0,rejected
2,yes,no,29000.0,102000.0,4,789,12000.0,41000.0,61000.0,36000.0,approved
3,yes,yes,75000.0,179000.0,2,680,70000.0,118000.0,250000.0,63000.0,approved
1,yes,no,79000.0,257000.0,20,681,149000.0,30000.0,181000.0,88000.0,approved
1,yes,yes,69000.0,223000.0,16,673,174000.0,1000.0,213000.0,90000.0,approved
0,no,no,69000.0,229000.0,10,313,56000.0,93000.0,262000.0,80000.0,rejected
0,no,no,48000.0,188000.0,16,551,79000.0,94000.0,173000.0,55000.0,approved
5,yes,yes,77000.0,244000.0,8,453,14000.0,77000.0,220000.0,100000.0,rejected
3,no,no,69000.0,227000.0,4,650,9000.0,134000.0,155000.0,64000.0,approved
1,no,no,12000.0,45000.0,4,439,32000.0,18000.0,29000.0,12000.0,approved
1,yes,no,29000.0,96000.0,4,658,82000.0,43000.0,70000.0,27000.0,approved
4,yes,yes,55000.0,189000.0,6,379,139000.0,91000.0,185000.0,31000.0,rejected
4,yes,yes,32000.0,107000.0,4,450,73000.0,30000.0,82000.0,18000.0,approved
5,no,no,26000.0,82000.0,4,849,74000.0,20000.0,89000.0,27000.0,approved
0,yes,no,5000.0,16000.0,18,865,14000.0,4000.0,10000.0,2000.0,approved
0,yes,no,18000.0,69000.0,10,853,9000.0,4000.0,37000.0,17000.0,rejected
0,no,no,13000.0,49000.0,12,555,24000.0,12000.0,41000.0,17000.0,approved
1,no,no,99000.0,207000.0,20,821,127000.0,82000.0,381000.0,111000.0,approved
0,no,no,20000.0,47000.0,2,820,47000.0,5000.0,79000.0,12000.0,approved
1,no,no,51000.0,153000.0,4,721,70000.0,61000.0,153000.0,59000.0,approved
4,yes,yes,82000.0,240000.0,20,831,230000.0,30000.0,248000.0,54000.0,approved
5,no,no,42000.0,126000.0,18,571,89000.0,32000.0,117000.0,62000.0,approved
2,no,yes,13000.0,49000.0,8,582,21000.0,18000.0,34000.0,17000.0,approved
1,no,yes,46000.0,136000.0,18,487,112000.0,85000.0,155000.0,54000.0,rejected
1,no,no,66000.0,197000.0,12,758,160000.0,44000.0,188000.0,95000.0,approved
2,yes,yes,83000.0,301000.0,16,636,52000.0,51000.0,331000.0,72000.0,approved
0,yes,no,69000.0,207000.0,16,857,171000.0,137000.0,146000.0,88000.0,approved
4,yes,yes,47000.0,125000.0,8,678,137000.0,2000.0,98000.0,70000.0,approved
1,yes,no,79000.0,158000.0,8,551,8000.0,35000.0,187000.0,83000.0,approved
1,yes,no,65000.0,234000.0,2,672,50000.0,104000.0,167000.0,76000.0,approved
3,no,no,35000.0,137000.0,4,439,52000.0,28000.0,130000.0,44000.0,approved
2,no,yes,82000.0,196000.0,16,636,115000.0,23000.0,288000.0,107000.0,approved
0,no,yes,20000.0,60000.0,14,393,15000.0,14000.0,59000.0,29000.0,rejected
5,no,no,27000.0,82000.0,2,848,70000.0,10000.0,62000.0,15000.0,approved
0,yes,yes,53000.0,176000.0,4,790,20000.0,102000.0,197000.0,77000.0,approved
2,no,no,99000.0,199000.0,6,312,214000.0,22000.0,314000.0,110000.0,rejected
2,no,yes,50000.0,195000.0,14,775,31000.0,47000.0,99000.0,65000.0,approved
2,no,no,91000.0,186000.0,20,403,184000.0,117000.0,203000.0,92000.0,rejected
3,no,yes,76000.0,264000.0,14,867,92000.0,7000.0,279000.0,74000.0,approved
0,yes,no,52000.0,178000.0,18,558,83000.0,54000.0,130000.0,31000.0,approved
5,yes,no,18000.0,60000.0,4,548,14000.0,24000.0,65000.0,26000.0,approved
0,no,no,73000.0,282000.0,16,486,153000.0,88000.0,164000.0,77000.0,rejected
4,yes,no,32000.0,116000.0,6,635,33000.0,46000.0,65000.0,39000.0,approved
5,yes,no,52000.0,207000.0,2,538,32000.0,20000.0,146000.0,36000.0,approved
4,no,no,71000.0,282000.0,14,496,63000.0,109000.0,277000.0,46000.0,rejected
4,yes,yes,14000.0,48000.0,6,411,14000.0,3000.0,44000.0,16000.0,rejected
4,no,no,27000.0,107000.0,6,857,74000.0,42000.0,82000.0,28000.0,approved
5,yes,yes,65000.0,181000.0,10,360,157000.0,106000.0,202000.0,61000.0,rejected
4,yes,no,93000.0,359000.0,18,461,98000.0,127000.0,262000.0,114000.0,rejected
0,yes,yes,67000.0,149000.0,16,638,33000.0,69000.0,223000.0,81000.0,approved
5,yes,no,68000.0,193000.0,6,865,121000.0,1000.0,229000.0,90000.0,approved
5,no,no,56000.0,136000.0,4,449,59000.0,57000.0,188000.0,43000.0,rejected
1,no,yes,19000.0,47000.0,2,870,47000.0,23000.0,39000.0,23000.0,approved
5,no,no,84000.0,195000.0,6,815,53000.0,25000.0,240000.0,72000.0,approved
2,no,yes,25000.0,72000.0,16,454,42000.0,10000.0,71000.0,21000.0,rejected
1,no,yes,29000.0,99000.0,18,783,13000.0,1000.0,110000.0,26000.0,approved
3,yes,yes,32000.0,74000.0,2,543,36000.0,45000.0,112000.0,46000.0,rejected
4,no,yes,30000.0,109000.0,2,786,76000.0,33000.0,80000.0,32000.0,approved
3,yes,yes,8000.0,25000.0,20,395,15000.0,3000.0,16000.0,5000.0,rejected
2,no,yes,4000.0,13000.0,2,885,2000.0,3000.0,11000.0,5000.0,approved
2,no,no,44000.0,106000.0,20,488,108000.0,24000.0,132000.0,46000.0,rejected
2,no,yes,87000.0,199000.0,10,829,75000.0,105000.0,202000.0,84000.0,approved
4,no,no,74000.0,154000.0,6,677,220000.0,135000.0,289000.0,74000.0,approved
4,no,yes,57000.0,144000.0,12,645,145000.0,86000.0,129000.0,47000.0,approved
5,no,yes,97000.0,276000.0,10,788,94000.0,31000.0,318000.0,106000.0,approved
2,no,no,70000.0,224000.0,6,649,122000.0,99000.0,178000.0,89000.0,approved
2,no,no,89000.0,231000.0,4,519,228000.0,5000.0,252000.0,47000.0,rejected
3,yes,yes,31000.0,112000.0,14,772,34000.0,58000.0,83000.0,21000.0,approved
4,yes,no,22000.0,61000.0,12,330,55000.0,29000.0,50000.0,22000.0,rejected
5,no,yes,71000.0,215000.0,4,557,89000.0,80000.0,264000.0,40000.0,approved
3,yes,yes,98000.0,284000.0,12,487,89000.0,154000.0,308000.0,111000.0,rejected
2,yes,yes,39000.0,97000.0,8,539,44000.0,76000.0,79000.0,51000.0,rejected
2,yes,yes,22000.0,81000.0,8,710,5000.0,29000.0,73000.0,10000.0,approved
5,no,yes,6000.0,17000.0,20,879,11000.0,1000.0,23000.0,7000.0,approved
4,no,yes,69000.0,220000.0,10,512,61000.0,91000.0,206000.0,39000.0,rejected
2,yes,yes,74000.0,273000.0,18,561,126000.0,4000.0,271000.0,96000.0,approved
3,no,yes,40000.0,116000.0,6,539,59000.0,26000.0,121000.0,47000.0,rejected
3,no,yes,7000.0,20000.0,18,544,8000.0,13000.0,15000.0,4000.0,rejected
2,no,yes,19000.0,46000.0,16,631,32000.0,27000.0,45000.0,27000.0,approved
2,yes,no,22000.0,68000.0,20,546,46000.0,2000.0,45000.0,22000.0,rejected
1,yes,yes,20000.0,56000.0,14,569,50000.0,11000.0,79000.0,16000.0,approved
4,no,no,74000.0,179000.0,6,384,134000.0,123000.0,224000.0,47000.0,rejected
2,no,yes,23000.0,90000.0,6,583,36000.0,13000.0,69000.0,34000.0,approved
5,no,yes,40000.0,155000.0,12,517,0.0,6000.0,121000.0,35000.0,rejected
3,yes,yes,15000.0,58000.0,18,420,8000.0,19000.0,41000.0,14000.0,rejected
2,no,yes,52000.0,129000.0,18,644,4000.0,50000.0,120000.0,75000.0,approved
2,yes,no,54000.0,145000.0,8,349,108000.0,48000.0,211000.0,66000.0,rejected
3,yes,no,77000.0,253000.0,18,662,34000.0,114000.0,191000.0,99000.0,approved
0,no,yes,19000.0,64000.0,20,704,9000.0,34000.0,53000.0,19000.0,approved
4,no,yes,64000.0,155000.0,2,324,184000.0,111000.0,139000.0,45000.0,rejected
5,yes,no,7000.0,17000.0,18,757,19000.0,2000.0,21000.0,6000.0,approved
3,yes,yes,58000.0,230000.0,16,361,60000.0,101000.0,230000.0,28000.0,rejected
1,yes,no,18000.0,54000.0,4,415,44000.0,20000.0,56000.0,18000.0,approved
5,yes,yes,43000.0,138000.0,18,618,96000.0,8000.0,140000.0,24000.0,approved
4,yes,no,80000.0,271000.0,8,524,169000.0,109000.0,256000.0,84000.0,rejected
0,no,no,11000.0,41000.0,18,887,4000.0,13000.0,26000.0,13000.0,approved
2,no,yes,88000.0,311000.0,12,729,123000.0,24000.0,219000.0,94000.0,approved
4,yes,no,48000.0,186000.0,14,774,108000.0,58000.0,127000.0,65000.0,approved
0,no,yes,2000.0,7000.0,20,724,6000.0,0.0,5000.0,3000.0,approved
5,yes,yes,14000.0,27000.0,16,320,9000.0,25000.0,27000.0,20000.0,rejected
5,yes,no,25000.0,64000.0,16,590,32000.0,39000.0,58000.0,35000.0,approved
5,yes,no,81000.0,253000.0,8,796,159000.0,126000.0,215000.0,78000.0,approved
0,yes,yes,61000.0,192000.0,6,890,139000.0,59000.0,167000.0,76000.0,approved
0,no,yes,20000.0,46000.0,16,651,21000.0,24000.0,72000.0,16000.0,approved
4,no,no,48000.0,101000.0,12,634,92000.0,3000.0,150000.0,69000.0,approved
4,yes,yes,9000.0,28000.0,2,660,12000.0,14000.0,24000.0,9000.0,approved
4,no,no,13000.0,35000.0,12,512,33000.0,14000.0,32000.0,7000.0,rejected
4,no,yes,42000.0,91000.0,2,900,67000.0,53000.0,109000.0,59000.0,approved
2,yes,yes,33000.0,111000.0,20,823,46000.0,15000.0,117000.0,29000.0,approved
2,no,yes,87000.0,284000.0,12,880,80000.0,18000.0,194000.0,44000.0,approved
1,no,yes,8000.0,26000.0,2,439,6000.0,0.0,18000.0,4000.0,approved
5,yes,yes,74000.0,171000.0,2,441,147000.0,16000.0,206000.0,108000.0,rejected
3,no,no,69000.0,185000.0,6,360,140000.0,0.0,188000.0,96000.0,rejected
1,yes,yes,88000.0,337000.0,14,561,102000.0,71000.0,257000.0,119000.0,approved
2,yes,yes,86000.0,325000.0,4,758,209000.0,6000.0,180000.0,69000.0,approved
2,yes,no,54000.0,206000.0,18,621,112000.0,22000.0,116000.0,55000.0,approved
4,yes,yes,29000.0,59000.0,18,621,2000.0,31000.0,85000.0,35000.0,approved
4,yes,no,33000.0,108000.0,4,552,42000.0,9000.0,86000.0,33000.0,approved
0,no,no,3000.0,5000.0,18,376,3000.0,0.0,8000.0,3000.0,rejected
0,yes,no,15000.0,43000.0,12,801,44000.0,22000.0,33000.0,11000.0,approved
3,no,yes,54000.0,163000.0,4,512,16000.0,34000.0,131000.0,60000.0,approved
0,yes,no,66000.0,152000.0,18,497,15000.0,69000.0,145000.0,93000.0,rejected
0,yes,no,57000.0,172000.0,8,386,42000.0,71000.0,144000.0,29000.0,rejected
3,no,yes,85000.0,261000.0,2,683,66000.0,104000.0,241000.0,57000.0,approved
0,yes,no,74000.0,241000.0,16,779,8000.0,29000.0,289000.0,49000.0,approved
3,no,yes,78000.0,177000.0,6,876,156000.0,152000.0,251000.0,108000.0,approved
3,yes,yes,72000.0,165000.0,18,515,78000.0,63000.0,173000.0,106000.0,rejected
2,no,no,76000.0,193000.0,12,463,54000.0,15000.0,160000.0,96000.0,rejected
4,no,yes,70000.0,267000.0,4,486,106000.0,122000.0,188000.0,60000.0,approved
0,no,no,57000.0,130000.0,6,328,78000.0,75000.0,207000.0,82000.0,rejected
2,no,no,82000.0,306000.0,10,343,98000.0,115000.0,169000.0,70000.0,rejected
0,yes,yes,90000.0,278000.0,8,712,9000.0,67000.0,244000.0,58000.0,approved
3,no,no,39000.0,119000.0,6,607,66000.0,60000.0,88000.0,20000.0,approved
0,yes,no,65000.0,162000.0,4,812,172000.0,107000.0,202000.0,62000.0,approved
4,no,yes,23000.0,77000.0,16,589,60000.0,44000.0,63000.0,23000.0,approved
1,no,no,57000.0,218000.0,18,657,141000.0,32000.0,218000.0,32000.0,approved
4,no,no,8000.0,28000.0,12,453,15000.0,3000.0,29000.0,6000.0,rejected
4,no,yes,84000.0,197000.0,14,889,224000.0,58000.0,220000.0,121000.0,approved
1,yes,yes,43000.0,172000.0,4,564,104000.0,66000.0,115000.0,22000.0,approved
